,User_ID,Game,Behavior
108,53875128,Tropico 4,1.0
109,53875128,Cave Story+,1.0
110,53875128,Dust An Elysian Tail,1.0
111,53875128,F.E.A.R.,1.0
112,53875128,South Park The Stick of Truth,1.0
113,53875128,Sleeping Dogs,1.0
114,53875128,Watch_Dogs,1.0
115,53875128,Saints Row IV,1.0
116,53875128,DayZ,1.0
117,53875128,Half-Life 2,1.0
118,53875128,Reassembly,1.0
119,53875128,Sid Meier's Civilization III Complete,1.0
120,53875128,The Talos Principle,1.0
121,53875128,DiRT 3,1.0
122,53875128,FTL Faster Than Light,1.0
123,53875128,Bastion,1.0
124,53875128,Age of Empires II HD Edition,1.0
125,53875128,Batman Arkham Asylum GOTY Edition,1.0
126,53875128,Gunpoint,1.0
127,53875128,Rebuild 3 Gangs of Deadsville,1.0
128,53875128,Recettear An Item Shop's Tale,1.0
129,53875128,Metro 2033,1.0
130,53875128,Monaco,1.0
131,53875128,Fallout New Vegas,1.0
132,53875128,Overgrowth,1.0
133,53875128,Assassin's Creed III,1.0
134,53875128,Ori and the Blind Forest,1.0
135,53875128,Far Cry 3 Blood Dragon,1.0
136,53875128,Burnout Paradise The Ultimate Box,1.0
137,53875128,PROTOTYPE 2,1.0
138,53875128,Game Dev Tycoon,1.0
139,53875128,Sniper Elite 3,1.0
140,53875128,Gratuitous Space Battles,1.0
141,53875128,Sid Meier's Civilization V,1.0
142,53875128,Rogue Legacy,1.0
143,53875128,Plague Inc Evolved,1.0
144,53875128,From Dust,1.0
145,53875128,Next Car Game Wreckfest,1.0
146,53875128,Rivals of Aether,1.0
147,53875128,Half-Life 2 Episode Two,1.0
148,53875128,Rise of Nations Extended Edition,1.0
149,53875128,Nidhogg,1.0
150,53875128,Spec Ops The Line,1.0
151,53875128,Dishonored,1.0
152,53875128,Half-Life 2 Episode One,1.0
153,53875128,Wolfenstein The New Order,1.0
154,53875128,Distance,1.0
155,53875128,Epic Battle Fantasy 4,1.0
156,53875128,Metro Last Light,1.0
157,53875128,Miasmata,1.0
158,53875128,Dead Space,1.0
159,53875128,Hotline Miami,1.0
160,53875128,NOT A HERO,1.0
161,53875128,Receiver,1.0
162,53875128,Crypt of the NecroDancer,1.0
163,53875128,Portal,1.0
164,53875128,F.E.A.R. 2 Project Origin,1.0
165,53875128,NaissanceE,1.0
166,53875128,SteamWorld Dig,1.0
167,53875128,Kairo,1.0
168,53875128,SNOW,1.0
169,53875128,The Binding of Isaac,1.0
170,53875128,LEGO The Lord of the Rings,1.0
171,53875128,METAL GEAR RISING REVENGEANCE,1.0
172,53875128,Starpoint Gemini 2,1.0
173,53875128,The Vanishing of Ethan Carter,1.0
174,53875128,Goat Simulator,1.0
175,53875128,Mass Effect,1.0
176,53875128,Arma 2 Operation Arrowhead,1.0
177,53875128,METAL GEAR SOLID V GROUND ZEROES,1.0
178,53875128,Banished,1.0
179,53875128,DiRT Showdown,1.0
180,53875128,Left 4 Dead,1.0
181,53875128,Sonic Adventure 2 ,1.0
182,53875128,Grand Theft Auto IV,1.0
183,53875128,Battlestations Midway,1.0
184,53875128,HOARD,1.0
185,53875128,Sunless Sea,1.0
186,53875128,Mark of the Ninja,1.0
187,53875128,L.A. Noire,1.0
188,53875128,Creeper World 3 Arc Eternal,1.0
189,53875128,Turbo Dismount,1.0
190,53875128,Floating Point,1.0
191,53875128,Grow Home,1.0
192,53875128,LUFTRAUSERS,1.0
193,53875128,LUFTRAUSERS,1.0
194,53875128,Arma 2,1.0
195,53875128,Arma 2,1.0
196,53875128,No Time To Explain Remastered,1.0
197,53875128,FEZ,1.0
198,53875128,Delver,1.0
199,53875128,The Legend of Heroes Trails in the Sky,1.0
200,53875128,Evoland,1.0
201,53875128,Bleed,1.0
202,53875128,Borderlands 2,1.0
203,53875128,Race The Sun,1.0
204,53875128,Shadowgrounds,1.0
205,53875128,They Bleed Pixels,1.0
206,53875128,BioShock,1.0
207,53875128,Trine,1.0
208,53875128,"Sir, You Are Being Hunted",1.0
209,53875128,Next Car Game Sneak Peek 2.0,1.0
210,53875128,Symphony,1.0
211,53875128,DLC Quest,1.0
212,53875128,Far Cry 2,1.0
213,53875128,The Stanley Parable,1.0
214,53875128,Freedom Planet,1.0
215,53875128,KHOLAT,1.0
216,53875128,Osmos,1.0
217,53875128,Secrets of Rtikon,1.0
218,53875128,Oil Rush,1.0
219,53875128,Unepic,1.0
220,53875128,FINAL FANTASY VII,1.0
221,53875128,The Legend of Korra,1.0
222,53875128,404Sight,1.0
223,53875128,Dark Souls Prepare to Die Edition,1.0
224,53875128,Gravity Ghost,1.0
225,53875128,Psychonauts,1.0
226,53875128,Rock of Ages,1.0
227,53875128,Spore,1.0
228,53875128,Half-Life 2 Lost Coast,1.0
229,53875128,Galcon Legends,1.0
230,53875128,Air Brawl,1.0
231,53875128,Cat Goes Fishing,1.0
232,53875128,One Finger Death Punch,1.0
233,53875128,Mind Path to Thalamus Enhanced Edition,1.0
234,53875128,INK,1.0
235,53875128,Intrusion 2,1.0
236,53875128,Amnesia The Dark Descent,1.0
237,53875128,Fieldrunners,1.0
238,53875128,Out There Somewhere,1.0
239,53875128,KAMI,1.0
240,53875128,Lone Survivor The Director's Cut,1.0
241,53875128,NightSky,1.0
242,53875128,Frozen Synapse,1.0
243,53875128,Hammerfight,1.0
244,53875128,Spintires,1.0
245,53875128,Ziggurat,1.0
246,53875128,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,1.0
247,53875128,Dead Island,1.0
248,53875128,Superbrothers Sword & Sworcery EP,1.0
249,53875128,GRID 2,1.0
250,53875128,Sonic & All-Stars Racing Transformed,1.0
251,53875128,Call of Juarez Gunslinger,1.0
252,53875128,Crysis 2 Maximum Edition,1.0
253,53875128,Strike Vector,1.0
254,53875128,Prison Architect,1.0
255,53875128,Lego Harry Potter,1.0
256,53875128,Outlast,1.0
257,53875128,Super Hexagon,1.0
258,53875128,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,1.0
259,53875128,Valkyria Chronicles,1.0
260,53875128,Shatter,1.0
261,53875128,Proteus,1.0
262,53875128,Jamestown,1.0
263,53875128,Spelunky,1.0
264,53875128,Astebreed,1.0
265,53875128,STAR WARS Knights of the Old Republic II The Sith Lords,1.0
266,53875128,Phantom Breaker Battle Grounds,1.0
267,53875128,Tom Clancy's Splinter Cell Chaos Theory,1.0
268,53875128,The Witcher Enhanced Edition,1.0
269,53875128,Risk of Rain,1.0
270,53875128,Survarium,1.0
271,53875128,Afterlife Empire,1.0
272,53875128,BattleBlock Theater,1.0
273,53875128,Need for Speed Hot Pursuit,1.0
274,53875128,BIT.TRIP RUNNER,1.0
275,53875128,Coin Crypt,1.0
276,53875128,Skullgirls,1.0
277,53875128,The Crew,1.0
278,53875128,Metro Last Light Redux,1.0
279,53875128,Crimzon Clover  WORLD IGNITION,1.0
280,53875128,Sonic Generations,1.0
281,53875128,Ethan Meteor Hunter,1.0
282,53875128,Reus,1.0
283,53875128,Kill The Bad Guy,1.0
284,53875128,Freaking Meatbags,1.0
285,53875128,Saints Row 2,1.0
286,53875128,Dyad,1.0
287,53875128,Starseed Pilgrim,1.0
288,53875128,Camera Obscura,1.0
289,53875128,The Floor is Jelly,1.0
290,53875128,Super Meat Boy,1.0
291,53875128,Dustforce,1.0
292,53875128,Goats on a Bridge,1.0
293,53875128,System Shock 2,1.0
294,53875128,Call of Duty Modern Warfare 2 - Multiplayer,1.0
295,53875128,PixelJunk Shooter,1.0
296,53875128,And Yet It Moves,1.0
297,53875128,Arma 2 British Armed Forces,1.0
298,53875128,Battlefield Bad Company 2,1.0
299,53875128,Cogs,1.0
300,53875128,Assassin's Creed IV Black Flag,1.0
301,53875128,SimCity 4 Deluxe,1.0
302,53875128,Half-Life Deathmatch Source,1.0
303,53875128,Arma 2 DayZ Mod,1.0
304,53875128,Call of Duty Modern Warfare 2,1.0
305,53875128,Rodina,1.0
306,53875128,140,1.0
307,53875128,Age of Empires II HD The Forgotten,1.0
308,53875128,Age of Empires III Complete Collection,1.0
309,53875128,Age of Mythology Extended Edition,1.0
310,53875128,Alan Wake,1.0
311,53875128,Alice Madness Returns,1.0
312,53875128,Alien Isolation,1.0
313,53875128,America's Army 3,1.0
314,53875128,America's Army Proving Grounds,1.0
315,53875128,Amnesia A Machine for Pigs,1.0
316,53875128,Anachronox,1.0
317,53875128,Antichamber,1.0
318,53875128,App Game Kit,1.0
319,53875128,Arma 2 Operation Arrowhead Beta (Obsolete),1.0
320,53875128,Arma 2 Private Military Company,1.0
321,53875128,A Story About My Uncle,1.0
322,53875128,Audiosurf,1.0
323,53875128,Aveyond 3-1 Lord of Twilight,1.0
324,53875128,Awesomenauts,1.0
325,53875128,Axis Game Factory's AGFPRO - Drone Kombat FPS Multi-Player DLC,1.0
326,53875128,Axis Game Factory's AGFPRO - Zombie Survival Pack DLC,1.0
327,53875128,Axis Game Factory's AGFPRO 3.0,1.0
328,53875128,Ballpoint Universe Infinite,1.0
329,53875128,Beatbuddy Tale of the Guardians,1.0
330,53875128,Beat Hazard,1.0
331,53875128,BEEP,1.0
332,53875128,Betrayer,1.0
333,53875128,BioShock 2,1.0
334,53875128,BioShock Infinite,1.0
335,53875128,BlazBlue Calamity Trigger,1.0
336,53875128,BlazBlue Continuum Shift Extend,1.0
337,53875128,Blockland,1.0
338,53875128,Borderlands,1.0
339,53875128,Borderlands DLC Claptraps New Robot Revolution,1.0
340,53875128,Borderlands DLC Mad Moxxi's Underdome Riot,1.0
341,53875128,Borderlands DLC The Secret Armory of General Knoxx,1.0
342,53875128,Borderlands DLC The Zombie Island of Dr. Ned,1.0
343,53875128,Braid,1.0
344,53875128,Breach & Clear,1.0
345,53875128,Breath of Death VII ,1.0
346,53875128,Broken Age,1.0
347,53875128,Brothers - A Tale of Two Sons,1.0
348,53875128,Bulletstorm,1.0
349,53875128,Capsized,1.0
350,53875128,Castle Crashers,1.0
351,53875128,Child of Light,1.0
352,53875128,Cinders,1.0
353,53875128,Cities Skylines,1.0
354,53875128,Cloudbuilt,1.0
355,53875128,Command and Conquer 3 Kane's Wrath,1.0
356,53875128,Command and Conquer 3 Tiberium Wars,1.0
357,53875128,Command and Conquer Red Alert 3 - Uprising,1.0
358,53875128,Company of Heroes,1.0
359,53875128,Company of Heroes (New Steam Version),1.0
360,53875128,Company of Heroes Opposing Fronts,1.0
361,53875128,Company of Heroes Tales of Valor,1.0
362,53875128,Contagion,1.0
363,53875128,"Cook, Serve, Delicious!",1.0
364,53875128,Crayon Physics Deluxe,1.0
365,53875128,Cry of Fear,1.0
366,53875128,Cthulhu Saves the World ,1.0
367,53875128,Daikatana,1.0
368,53875128,Darksiders,1.0
369,53875128,DARK SOULS II Scholar of the First Sin,1.0
370,53875128,Dead Island Epidemic,1.0
371,53875128,Dead Island Riptide,1.0
372,53875128,Deadlight,1.0
373,53875128,Deadlight Original Soundtrack,1.0
374,53875128,Dead Space 2,1.0
375,53875128,Dear Esther,1.0
376,53875128,Democracy 3,1.0
377,53875128,Deus Ex Game of the Year Edition,1.0
378,53875128,Deus Ex Invisible War,1.0
379,53875128,Deus Ex The Fall,1.0
380,53875128,Devil May Cry 4,1.0
381,53875128,DiRT 3 Complete Edition,1.0
382,53875128,DmC Devil May Cry,1.0
383,53875128,Door Kickers,1.0
384,53875128,Dragon Age Origins - Ultimate Edition,1.0
385,53875128,Draw a Stickman EPIC,1.0
386,53875128,E.Y.E Divine Cybermancy,1.0
387,53875128,Endless Space,1.0
388,53875128,English Country Tune,1.0
389,53875128,F.E.A.R. 3,1.0
390,53875128,F.E.A.R. Extraction Point,1.0
391,53875128,F.E.A.R. Perseus Mandate,1.0
392,53875128,Fallen Enchantress Legendary Heroes,1.0
393,53875128,Fallout 3,1.0
394,53875128,Fallout New Vegas Courier's Stash,1.0
395,53875128,Fallout New Vegas Dead Money,1.0
396,53875128,Fallout New Vegas Honest Hearts,1.0
397,53875128,Far Cry,1.0
398,53875128,Far Cry 2 Fortunes Pack,1.0
399,53875128,FarSky,1.0
400,53875128,Fieldrunners 2,1.0
401,53875128,FINAL FANTASY III,1.0
402,53875128,FINAL FANTASY VIII,1.0
403,53875128,Finding Teddy,1.0
404,53875128,Finding Teddy Soundtrack,1.0
405,53875128,FRACT OSC,1.0
406,53875128,Galcon Fusion,1.0
407,53875128,Game Character Hub,1.0
408,53875128,GameGuru,1.0
409,53875128,GameGuru - Buildings Pack,1.0
410,53875128,Geometry Dash,1.0
411,53875128,Giana Sisters Twisted Dreams,1.0
412,53875128,Giana Sisters Twisted Dreams - Rise of the Owlverlord,1.0
413,53875128,Gigantic Army,1.0
414,53875128,Gods Will Be Watching,1.0
415,53875128,Gone Home,1.0
416,53875128,Gotham City Impostors Free To Play,1.0
417,53875128,Gothic,1.0
418,53875128,Gothic 3,1.0
419,53875128,Gothic II Gold Edition,1.0
420,53875128,GRID,1.0
421,53875128,GRID 2 GTR Racing Pack,1.0
422,53875128,Guacamelee! Gold Edition,1.0
423,53875128,Guardians of Middle-earth,1.0
424,53875128,Half-Life,1.0
425,53875128,Half-Life 2 Deathmatch,1.0
426,53875128,Half-Life 2 Update,1.0
427,53875128,Half-Life Source,1.0
428,53875128,Hammerwatch,1.0
429,53875128,Hero Siege,1.0
430,53875128,Hitman 2 Silent Assassin,1.0
431,53875128,Hitman Absolution,1.0
432,53875128,Hitman Blood Money,1.0
433,53875128,Hitman Codename 47,1.0
434,53875128,Hitman Contracts,1.0
435,53875128,Hitman Sniper Challenge,1.0
436,53875128,How to Survive,1.0
437,53875128,I am Bread,1.0
438,53875128,Injustice Gods Among Us Ultimate Edition,1.0
439,53875128,INK - Soundtrack + Art,1.0
440,53875128,Ittle Dew,1.0
441,53875128,Jack Lumber,1.0
442,53875128,Jazzpunk,1.0
443,53875128,Just Cause,1.0
444,53875128,Kane & Lynch 2 Dog Days,1.0
445,53875128,Kerbal Space Program,1.0
446,53875128,Killer is Dead,1.0
447,53875128,Killing Floor,1.0
448,53875128,Killing Floor Mod Defence Alliance 2,1.0
449,53875128,Kingdoms of Amalur Reckoning,1.0
450,53875128,Labyrinthine Dreams,1.0
451,53875128,Lara Croft and the Guardian of Light,1.0
452,53875128,Last Word,1.0
453,53875128,Legends of Persia,1.0
454,53875128,LEGO Batman The Videogame,1.0
455,53875128,LEGO Harry Potter Years 5-7,1.0
456,53875128,LEGO MARVEL Super Heroes,1.0
457,53875128,LIMBO,1.0
458,53875128,LISA,1.0
459,53875128,Little Inferno,1.0
460,53875128,Magicka,1.0
461,53875128,Mass Effect 2,1.0
462,53875128,Max Payne 3,1.0
463,53875128,Mechanic Escape,1.0
464,53875128,Medal of Honor(TM) Multiplayer,1.0
465,53875128,Medal of Honor(TM) Single Player,1.0
466,53875128,Medal of Honor Pre-Order,1.0
467,53875128,Mercenary Kings,1.0
468,53875128,METAL SLUG 3,1.0
469,53875128,Metro 2033 Redux,1.0
470,53875128,Mini Ninjas,1.0
471,53875128,Mitsurugi Kamui Hikae,1.0
472,53875128,Mortal Kombat Kollection,1.0
473,53875128,MURDERED SOUL SUSPECT,1.0
474,53875128,Need for Speed Undercover,1.0
475,53875128,Never Alone (Kisima Ingitchuna),1.0
476,53875128,Never Alone Original Soundtrack,1.0
477,53875128,Neverending Nightmares,1.0
478,53875128,Nosgoth,1.0
479,53875128,One Way Heroics,1.0
480,53875128,Ori and the Blind Forest (Original Soundtrack),1.0
481,53875128,Outland,1.0
482,53875128,"Papers, Please",1.0
483,53875128,PAYDAY 2,1.0
484,53875128,PAYDAY The Heist,1.0
485,53875128,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,1.0
486,53875128,Pixel Heroes Byte & Magic,1.0
487,53875128,Pixel Piracy,1.0
488,53875128,Polarity,1.0
489,53875128,POSTAL 2,1.0
490,53875128,Project Temporality,1.0
491,53875128,Psychonauts Demo,1.0
492,53875128,RAGE,1.0
493,53875128,Rebuild Gangs of Deadsville - Deluxe DLC,1.0
494,53875128,Red Faction Armageddon,1.0
495,53875128,Red Faction Guerrilla Steam Edition,1.0
496,53875128,Remember Me,1.0
497,53875128,Remnants Of Isolation,1.0
498,53875128,resident evil 4 / biohazard 4,1.0
499,53875128,Resident Evil 5 / Biohazard 5,1.0
500,53875128,Resident Evil Revelations / Biohazard Revelations,1.0
501,53875128,Rochard,1.0
502,53875128,RollerCoaster Tycoon 3 Platinum!,1.0
503,53875128,RPG Maker Luna Engine,1.0
504,53875128,RPG Maker VX Ace,1.0
505,53875128,Saints Row Gat out of Hell,1.0
506,53875128,Screencheat,1.0
507,53875128,Scribblenauts Unlimited,1.0
508,53875128,Serious Sam 3 BFE,1.0
509,53875128,Shadowgrounds Survivor,1.0
510,53875128,Shadowrun Dragonfall - Director's Cut,1.0
511,53875128,Shadowrun Returns,1.0
512,53875128,Shadow Warrior,1.0
513,53875128,Shank,1.0
514,53875128,Shantae Risky's Revenge - Director's Cut,1.0
515,53875128,Sins of a Solar Empire Rebellion,1.0
516,53875128,Sins of a Solar Empire Rebellion Soundtrack,1.0
517,53875128,Skullgirls Endless Beta,1.0
518,53875128,Skulls of the Shogun,1.0
519,53875128,Sonic Adventure 2 Battle Mode DLC,1.0
520,53875128,Sonic CD,1.0
521,53875128,Space Engineers,1.0
522,53875128,Spiral Knights,1.0
523,53875128,Sprite Lamp,1.0
524,53875128,Spriter Pro,1.0
525,53875128,Star Wars - Battlefront II,1.0
526,53875128,Star Wars - Jedi Knight Mysteries of the Sith,1.0
527,53875128,Star Wars - Jedi Knight II Jedi Outcast,1.0
528,53875128,Star Wars Dark Forces,1.0
529,53875128,Star Wars Empire at War Gold,1.0
530,53875128,Star Wars Knights of the Old Republic,1.0
531,53875128,Star Wars The Force Unleashed II,1.0
532,53875128,Star Wars The Force Unleashed Ultimate Sith Edition,1.0
533,53875128,Star Wars Jedi Knight Dark Forces II,1.0
534,53875128,Star Wars Jedi Knight Jedi Academy,1.0
535,53875128,Star Wars Republic Commando,1.0
536,53875128,Star Wars Starfighter,1.0
537,53875128,Star Wars The Clone Wars Republic Heroes,1.0
538,53875128,State of Decay,1.0
539,53875128,Survivalist,1.0
540,53875128,Syberia,1.0
541,53875128,Syberia 2,1.0
542,53875128,Terraria,1.0
543,53875128,The Banner Saga,1.0
544,53875128,The Banner Saga - Mod Content,1.0
545,53875128,The Beginner's Guide,1.0
546,53875128,The Binding of Isaac Rebirth,1.0
547,53875128,The Bridge,1.0
548,53875128,The Cat Lady,1.0
549,53875128,The Elder Scrolls V Skyrim,1.0
550,53875128,The Incredible Adventures of Van Helsing II,1.0
551,53875128,The Last Remnant,1.0
552,53875128,The Long Dark,1.0
553,53875128,The Lord of the Rings War in the North,1.0
554,53875128,The Swapper,1.0
555,53875128,The Talos Principle Road To Gehenna,1.0
556,53875128,The Vanishing of Ethan Carter Redux,1.0
557,53875128,The Witcher 2 Assassins of Kings Enhanced Edition,1.0
558,53875128,The Witcher 3 Wild Hunt,1.0
559,53875128,The Wolf Among Us,1.0
560,53875128,Thief,1.0
561,53875128,Thief Gold,1.0
562,53875128,This War of Mine,1.0
563,53875128,Thomas Was Alone,1.0
564,53875128,Tiny and Big Grandpa's Leftovers,1.0
565,53875128,Titan Quest,1.0
566,53875128,Titan Quest Immortal Throne,1.0
567,53875128,Tomb Raider,1.0
568,53875128,Torchlight,1.0
569,53875128,Toribash,1.0
570,53875128,Total War SHOGUN 2,1.0
571,53875128,Transistor,1.0
572,53875128,Transistor Soundtrack,1.0
573,53875128,TRI Of Friendship and Madness,1.0
574,53875128,TypeRider,1.0
575,53875128,Undertale,1.0
576,53875128,Unholy Heights,1.0
577,53875128,Unturned,1.0
578,53875128,Valkyria Chronicles Challenge of the Edy Detachment,1.0
579,53875128,Valkyria Chronicles Edy's Mission Enter the Edy Detachment,1.0
580,53875128,Valkyria Chronicles Hard EX Mode,1.0
581,53875128,Valkyria Chronicles Selveria's Mission Behind Her Blue Flame,1.0
582,53875128,Vessel,1.0
583,53875128,Viscera Cleanup Detail Shadow Warrior,1.0
584,53875128,VVVVVV,1.0
585,53875128,"Warhammer 40,000 Dawn of War - Game of the Year Edition",1.0
586,53875128,Whisper of a Rose,1.0
587,53875128,Wizorb,1.0
588,53875128,Wrack,1.0
589,53875128,Ys Origin,1.0
590,53875128,Zen Bound 2,1.0
591,234941318,Strife,1.0
592,140954425,Team Fortress 2,1.0
593,26122540,Call of Duty Modern Warfare 2 - Multiplayer,1.0
594,26122540,Call of Duty Modern Warfare 2,1.0
595,26122540,Call of Duty Black Ops - Multiplayer,1.0
596,26122540,Counter-Strike Source,1.0
597,26122540,Dungeon Defenders,1.0
598,26122540,Call of Duty Black Ops,1.0
599,26122540,Day of Defeat Source,1.0
600,26122540,ArcheAge,1.0
601,26122540,Half-Life 2 Deathmatch,1.0
602,26122540,Half-Life 2 Lost Coast,1.0
603,176410694,Dota 2,1.0
604,197278511,Dota 2,1.0
605,150128162,Team Fortress 2,1.0
606,197455089,Dota 2,1.0
607,63024728,Empire Total War,1.0
608,297811211,ARK Survival Evolved,1.0
609,297811211,Team Fortress 2,1.0
610,297811211,Unturned,1.0
611,76933274,Alien Swarm,1.0
612,76933274,Alien Swarm,1.0
613,218323237,Dota 2,1.0
614,218323237,Tomb Raider,1.0
615,218323237,TERA,1.0
616,302186258,Dota 2,1.0
617,126340495,Dota 2,1.0
618,126340495,Counter-Strike Global Offensive,1.0
619,126340495,Counter-Strike Source,1.0
620,126340495,Rust,1.0
621,126340495,Saints Row IV,1.0
622,126340495,Team Fortress 2,1.0
623,126340495,Dead Island Riptide,1.0
624,126340495,Flatout 3,1.0
625,126340495,Garry's Mod,1.0
626,126340495,Counter-Strike Nexon Zombies,1.0
627,126340495,Outlast,1.0
628,126340495,Robocraft,1.0
629,126340495,Far Cry 3,1.0
630,126340495,Everlasting Summer,1.0
631,126340495,Dead Island Epidemic,1.0
632,126340495,War Thunder,1.0
633,126340495,DCS World,1.0
634,126340495,Fishing Planet,1.0
635,126340495,Cannons Lasers Rockets,1.0
636,126340495,Dragon Nest Europe,1.0
637,126340495,Loadout,1.0
638,126340495,Neverwinter,1.0
639,126340495,No More Room in Hell,1.0
640,126340495,Nosgoth,1.0
641,126340495,RIFT,1.0
642,126340495,Tactical Intervention,1.0
643,126340495,Unturned,1.0
644,126340495,Warframe,1.0
645,126340495,Zombies Monsters Robots,1.0
646,256193015,Toribash,1.0
647,194895541,Dota 2,1.0
648,194895541,Tactical Intervention,1.0
649,30007387,Half-Life 2 Deathmatch,1.0
650,30007387,Half-Life 2 Lost Coast,1.0
651,170625356,Dota 2,1.0
652,159538705,Left 4 Dead 2,1.0
653,167362888,Dota 2,1.0
654,208649703,Counter-Strike Global Offensive,1.0
655,208649703,Counter-Strike Nexon Zombies,1.0
656,208649703,Clicker Heroes,1.0
657,208649703,Unturned,1.0
658,299889828,Crusaders of the Lost Idols,1.0
659,299889828,GASP,1.0
660,225987202,Dota 2,1.0
661,195071563,Dota 2,1.0
662,254906420,Team Fortress 2,1.0
663,247160953,Dota 2,1.0
664,308653033,Unturned,1.0
665,308653033,theHunter,1.0
